vote_2016,vote_2020,sex,race,household_income,education,state,age,vote_trump,vote_biden,not_sure,someone_else
Was not eligible to vote,Joe Biden,female,white,"$25,000 to $29,999","Completed some college, but no degree",CA,65,0,1,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$20,000 to $24,999",High school graduate,DC,79,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$25,000 to $29,999",Associate Degree,GA,28,0,1,0,0
Gary Johnson,Donald Trump,male,white,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",IL,63,1,0,0,0
Jill Stein,I am not sure/don't know,male,white,"$30,000 to $34,999","Completed some college, but no degree",MI,63,0,0,1,0
Donald Trump,Donald Trump,male,white,"$85,000 to $89,999","Completed some graduate, but no degree",CO,72,1,0,0,0
Donald Trump,Donald Trump,male,white,"$75,000 to $79,999",Masters degree,CA,50,1,0,0,0
Hillary Clinton,Someone else,female,white,"$75,000 to $79,999",Masters degree,NY,35,0,0,0,1
Hillary Clinton,Joe Biden,male,white,"$50,000 to $54,999","Completed some college, but no degree",FL,58,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$40,000 to $44,999","Completed some college, but no degree",KY,63,0,1,0,0
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",OK,59,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",MA,57,0,1,0,0
Donald Trump,Donald Trump,male,white,"$30,000 to $34,999",High school graduate,NY,34,1,0,0,0
Someone else:,Someone else,male,white,"Less than $14,999",High school graduate,CA,18,0,0,0,1
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999",Masters degree,CA,40,1,0,0,0
Donald Trump,Donald Trump,male,white,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",NC,50,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$75,000 to $79,999","Completed some college, but no degree",IA,37,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$35,000 to $39,999",Other post high school vocational training,UT,44,0,1,0,0
Donald Trump,Donald Trump,female,white,"$50,000 to $54,999","Completed some college, but no degree",IL,60,1,0,0,0
Donald Trump,Donald Trump,female,white,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",FL,60,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$25,000 to $29,999",High school graduate,WA,57,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MN,40,0,1,0,0
Donald Trump,Donald Trump,female,other asian or pacific islander,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",AZ,35,1,0,0,0
Hillary Clinton,Joe Biden,male,"other race, nec","$20,000 to $24,999",Other post high school vocational training,CA,22,0,1,0,0
Hillary Clinton,Joe Biden,male,black/african american/negro,"$25,000 to $29,999","Completed some college, but no degree",CA,32,0,1,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$55,000 to $59,999",Other post high school vocational training,TX,57,0,1,0,0
Donald Trump,I am not sure/don't know,male,white,"Less than $14,999",High school graduate,OH,49,0,0,1,0
Hillary Clinton,Donald Trump,male,white,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CA,37,1,0,0,0
Donald Trump,Donald Trump,female,white,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",WA,66,1,0,0,0
Was not eligible to vote,Joe Biden,female,black/african american/negro,"$70,000 to $74,999","Completed some college, but no degree",IL,18,0,1,0,0
"Did not vote, but was eligible",Donald Trump,female,white,"$25,000 to $29,999",Completed some high school,OH,45,1,0,0,0
Hillary Clinton,I am not sure/don't know,female,white,"$20,000 to $24,999",Completed some high school,MO,64,0,0,1,0
Donald Trump,Donald Trump,female,white,"$100,000 to $124,999","Completed some college, but no degree",TX,36,1,0,0,0
"Did not vote, but was eligible",I am not sure/don't know,male,white,"$15,000 to $19,999","Completed some college, but no degree",TN,37,0,0,1,0
Donald Trump,Donald Trump,male,white,"$15,000 to $19,999",High school graduate,CO,59,1,0,0,0
"Did not vote, but was eligible",Joe Biden,female,"other race, nec","$50,000 to $54,999","College Degree (such as B.A., B.S.)",NY,22,0,1,0,0
"Did not vote, but was eligible",I am not sure/don't know,male,white,"Less than $14,999","Completed some college, but no degree",CA,26,0,0,1,0
Don't recall,I am not sure/don't know,male,black/african american/negro,"$30,000 to $34,999",High school graduate,LA,37,0,0,1,0
Donald Trump,Donald Trump,male,white,"$75,000 to $79,999","Completed some college, but no degree",AZ,37,1,0,0,0
Hillary Clinton,Joe Biden,male,black/african american/negro,"$100,000 to $124,999",Masters degree,NY,50,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$45,000 to $49,999",High school graduate,NJ,33,0,1,0,0
Donald Trump,Donald Trump,female,"other race, nec","Less than $14,999","Completed some graduate, but no degree",MA,30,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$50,000 to $54,999",Masters degree,OR,29,0,1,0,0
"Did not vote, but was eligible",Donald Trump,female,white,"$200,000 to $249,999",Masters degree,MO,30,1,0,0,0
Donald Trump,Donald Trump,female,white,"$25,000 to $29,999",High school graduate,FL,76,1,0,0,0
Donald Trump,Donald Trump,male,white,"$250,000 and above",Masters degree,VA,41,1,0,0,0
Someone else:,Joe Biden,male,white,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",AZ,61,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",NV,28,0,1,0,0
Donald Trump,Donald Trump,female,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",FL,38,1,0,0,0
Gary Johnson,Joe Biden,male,white,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",PA,31,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"$40,000 to $44,999","Completed some college, but no degree",FL,33,0,1,0,0
Hillary Clinton,Donald Trump,female,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",MD,38,1,0,0,0
Gary Johnson,Joe Biden,female,white,"$55,000 to $59,999",Associate Degree,LA,64,0,1,0,0
Donald Trump,Donald Trump,male,white,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",TX,41,1,0,0,0
Donald Trump,Donald Trump,female,white,"$20,000 to $24,999",High school graduate,AR,72,1,0,0,0
Donald Trump,I am not sure/don't know,female,white,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",NE,25,0,0,1,0
Hillary Clinton,Joe Biden,female,white,"$60,000 to $64,999",Other post high school vocational training,IL,68,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",FL,28,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",CA,61,0,1,0,0
Donald Trump,Donald Trump,male,white,"$250,000 and above",Doctorate degree,NY,40,1,0,0,0
Donald Trump,Donald Trump,female,white,"$125,000 to $149,999",Other post high school vocational training,CA,35,1,0,0,0
Donald Trump,Joe Biden,male,white,"$125,000 to $149,999",Masters degree,DC,40,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$100,000 to $124,999",Masters degree,MD,34,0,1,0,0
Donald Trump,Donald Trump,female,white,NA,High school graduate,TX,53,1,0,0,0
Was not eligible to vote,Joe Biden,female,white,"Less than $14,999","Completed some college, but no degree",WV,30,0,1,0,0
Gary Johnson,I am not sure/don't know,male,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",VA,39,0,0,1,0
Jill Stein,Joe Biden,female,white,"$20,000 to $24,999","Completed some college, but no degree",NM,31,0,1,0,0
Was not eligible to vote,Donald Trump,male,white,NA,High school graduate,GA,20,1,0,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",CO,40,1,0,0,0
Gary Johnson,Joe Biden,female,white,"$150,000 to $174,999","Completed some college, but no degree",CA,26,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MN,62,0,1,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Doctorate degree,WI,41,1,0,0,0
Donald Trump,Joe Biden,female,white,"$30,000 to $34,999","Completed some college, but no degree",TN,27,0,1,0,0
Donald Trump,Donald Trump,female,white,"$30,000 to $34,999",Completed some high school,WA,22,1,0,0,0
Was not eligible to vote,Donald Trump,male,white,"$40,000 to $44,999",High school graduate,NC,32,1,0,0,0
Hillary Clinton,I am not sure/don't know,male,white,"$35,000 to $39,999","Completed some college, but no degree",FL,41,0,0,1,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$60,000 to $64,999","Completed some graduate, but no degree",MA,70,0,1,0,0
Hillary Clinton,Donald Trump,female,white,NA,High school graduate,AR,69,1,0,0,0
Hillary Clinton,I am not sure/don't know,female,white,NA,"College Degree (such as B.A., B.S.)",IL,41,0,0,1,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$100,000 to $124,999","Completed some college, but no degree",DC,33,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$50,000 to $54,999","Completed some college, but no degree",FL,68,0,1,0,0
Was not eligible to vote,Joe Biden,female,white,"Less than $14,999","Completed some college, but no degree",NE,20,0,1,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Doctorate degree,PA,39,1,0,0,0
Donald Trump,Donald Trump,female,white,"$100,000 to $124,999","Completed some college, but no degree",MS,67,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$35,000 to $39,999",High school graduate,FL,82,0,1,0,0
Donald Trump,Donald Trump,male,white,"$250,000 and above",Masters degree,CT,74,1,0,0,0
Donald Trump,Donald Trump,male,white,"Less than $14,999","College Degree (such as B.A., B.S.)",OH,22,1,0,0,0
"Did not vote, but was eligible",Someone else,female,black/african american/negro,"$40,000 to $44,999","Completed some college, but no degree",TX,31,0,0,0,1
Donald Trump,Donald Trump,female,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",PA,74,1,0,0,0
"Did not vote, but was eligible",Donald Trump,female,white,"$40,000 to $44,999",Other post high school vocational training,GA,37,1,0,0,0
Donald Trump,Joe Biden,male,american indian or alaska native,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",KY,40,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$250,000 and above","College Degree (such as B.A., B.S.)",VA,44,0,1,0,0
Donald Trump,I am not sure/don't know,male,white,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",WI,67,0,0,1,0
Was not eligible to vote,Joe Biden,male,white,"Less than $14,999",Completed some high school,AZ,21,0,1,0,0
Don't recall,Donald Trump,female,other asian or pacific islander,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",TX,45,1,0,0,0
Was not eligible to vote,Joe Biden,male,"other race, nec",NA,Completed some high school,CA,21,0,1,0,0
Was not eligible to vote,Joe Biden,male,white,"$45,000 to $49,999","Completed some college, but no degree",UT,52,0,1,0,0
Donald Trump,Donald Trump,male,white,NA,"College Degree (such as B.A., B.S.)",FL,41,1,0,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Doctorate degree,NY,39,1,0,0,0
Donald Trump,Donald Trump,female,white,"Less than $14,999",Masters degree,NY,52,1,0,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$15,000 to $19,999",Associate Degree,MI,67,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$35,000 to $39,999","Completed some college, but no degree",IA,46,0,1,0,0
Was not eligible to vote,Joe Biden,male,white,"$25,000 to $29,999",Completed some high school,CT,52,0,1,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Doctorate degree,NY,38,1,0,0,0
Was not eligible to vote,Joe Biden,male,chinese,"$200,000 to $249,999",Doctorate degree,IL,46,0,1,0,0
Don't recall,Someone else,female,white,"$15,000 to $19,999","Completed some college, but no degree",CA,59,0,0,0,1
Hillary Clinton,Joe Biden,female,black/african american/negro,"$100,000 to $124,999","Completed some college, but no degree",IL,63,0,1,0,0
Donald Trump,Donald Trump,male,other asian or pacific islander,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",IL,23,1,0,0,0
Donald Trump,Donald Trump,female,"other race, nec","$20,000 to $24,999",Masters degree,CA,35,1,0,0,0
Donald Trump,Donald Trump,male,white,"$35,000 to $39,999","Completed some college, but no degree",CA,63,1,0,0,0
Donald Trump,Donald Trump,female,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",IL,52,1,0,0,0
Donald Trump,Donald Trump,female,white,"$55,000 to $59,999","Completed some college, but no degree",FL,48,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",IL,34,0,1,0,0
Donald Trump,Donald Trump,male,white,"Less than $14,999","Completed some college, but no degree",IN,60,1,0,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"Less than $14,999",Completed some high school,CA,59,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",NY,47,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",IL,59,0,1,0,0
Hillary Clinton,Joe Biden,female,white,NA,"Completed some college, but no degree",CA,25,0,1,0,0
"Did not vote, but was eligible",Joe Biden,male,white,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",NJ,63,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",CA,45,0,1,0,0
Donald Trump,Donald Trump,male,white,"Less than $14,999",High school graduate,OH,40,1,0,0,0
Donald Trump,I am not sure/don't know,male,chinese,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",MA,35,0,0,1,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"Less than $14,999","Completed some college, but no degree",IL,25,0,1,0,0
Gary Johnson,Someone else,male,white,"$35,000 to $39,999",Associate Degree,UT,43,0,0,0,1
"Did not vote, but was eligible",I am not sure/don't know,male,"other race, nec","Less than $14,999",Associate Degree,IL,41,0,0,1,0
"Did not vote, but was eligible",I am not sure/don't know,female,white,"Less than $14,999",High school graduate,VT,60,0,0,1,0
Was not eligible to vote,Joe Biden,male,white,NA,"College Degree (such as B.A., B.S.)",MI,21,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$50,000 to $54,999",Completed some high school,FL,34,0,1,0,0
Jill Stein,Joe Biden,female,white,"$80,000 to $84,999","Completed some graduate, but no degree",CA,18,0,1,0,0
Don't recall,I am not sure/don't know,female,black/african american/negro,NA,High school graduate,PA,21,0,0,1,0
Donald Trump,Donald Trump,female,white,"$100,000 to $124,999","Completed some graduate, but no degree",NC,29,1,0,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",OH,62,0,1,0,0
Hillary Clinton,Joe Biden,female,other asian or pacific islander,"$70,000 to $74,999","Completed some college, but no degree",MD,25,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$20,000 to $24,999",Associate Degree,FL,68,0,1,0,0
Hillary Clinton,Joe Biden,male,"other race, nec","$125,000 to $149,999","Completed some college, but no degree",IL,32,0,1,0,0
Was not eligible to vote,Joe Biden,female,white,NA,"Completed some college, but no degree",CA,18,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CA,29,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$250,000 and above",Associate Degree,NE,50,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,"other race, nec","Less than $14,999",High school graduate,WI,28,0,1,0,0
Was not eligible to vote,I am not sure/don't know,female,"other race, nec","$70,000 to $74,999",Associate Degree,UT,27,0,0,1,0
"Did not vote, but was eligible",Joe Biden,male,white,"$35,000 to $39,999",Other post high school vocational training,AZ,22,0,1,0,0
Donald Trump,Donald Trump,female,white,"$50,000 to $54,999","Completed some graduate, but no degree",TX,69,1,0,0,0
Hillary Clinton,Donald Trump,male,white,"$45,000 to $49,999",Masters degree,CA,38,1,0,0,0
Was not eligible to vote,I am not sure/don't know,female,other asian or pacific islander,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",MO,38,0,0,1,0
Hillary Clinton,I am not sure/don't know,female,white,"$50,000 to $54,999",Masters degree,CT,47,0,0,1,0
Hillary Clinton,Someone else,male,white,"$30,000 to $34,999",High school graduate,CA,20,0,0,0,1
Donald Trump,Donald Trump,female,white,"$65,000 to $69,999",Associate Degree,NH,66,1,0,0,0
Donald Trump,Donald Trump,female,white,"$70,000 to $74,999","Completed some college, but no degree",CA,70,1,0,0,0
Donald Trump,I am not sure/don't know,female,white,"$20,000 to $24,999",Other post high school vocational training,TX,67,0,0,1,0
Hillary Clinton,Joe Biden,female,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",CA,39,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$30,000 to $34,999",High school graduate,MO,26,0,1,0,0
Gary Johnson,Joe Biden,male,white,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CT,44,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$40,000 to $44,999",Completed some high school,MI,31,0,1,0,0
Donald Trump,Donald Trump,female,white,"$35,000 to $39,999",Completed some high school,UT,31,1,0,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Doctorate degree,MI,40,1,0,0,0
Was not eligible to vote,I am not sure/don't know,female,"other race, nec",NA,"Completed some college, but no degree",PA,19,0,0,1,0
Donald Trump,Donald Trump,female,white,"$60,000 to $64,999",High school graduate,TX,64,1,0,0,0
Hillary Clinton,Joe Biden,female,"other race, nec","$40,000 to $44,999","College Degree (such as B.A., B.S.)",TX,34,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$250,000 and above","College Degree (such as B.A., B.S.)",WA,38,0,1,0,0
Donald Trump,Joe Biden,male,white,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",MO,59,0,1,0,0
Donald Trump,Donald Trump,female,white,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",IL,61,1,0,0,0
Don't recall,I am not sure/don't know,male,"other race, nec","Less than $14,999",High school graduate,NY,18,0,0,1,0
Was not eligible to vote,I am not sure/don't know,female,other asian or pacific islander,"$40,000 to $44,999","Completed some graduate, but no degree",TX,26,0,0,1,0
Was not eligible to vote,I am not sure/don't know,male,white,"$100,000 to $124,999",Completed some high school,NJ,18,0,0,1,0
Hillary Clinton,I am not sure/don't know,female,black/african american/negro,"$45,000 to $49,999","Completed some college, but no degree",FL,35,0,0,1,0
Hillary Clinton,Joe Biden,male,white,"$20,000 to $24,999",Associate Degree,CA,70,0,1,0,0
Donald Trump,Donald Trump,female,white,"$100,000 to $124,999",Other post high school vocational training,FL,49,1,0,0,0
Donald Trump,Donald Trump,male,white,"$45,000 to $49,999","Completed some college, but no degree",OH,50,1,0,0,0
Was not eligible to vote,Joe Biden,female,other asian or pacific islander,"$175,000 to $199,999",Completed some high school,CA,18,0,1,0,0
Donald Trump,Donald Trump,female,white,"$30,000 to $34,999",Completed some high school,UT,32,1,0,0,0
Donald Trump,Donald Trump,male,white,"Less than $14,999",Completed some high school,KY,45,1,0,0,0
Hillary Clinton,Joe Biden,female,"other race, nec",NA,"Completed some college, but no degree",GA,44,0,1,0,0
"Did not vote, but was eligible",Joe Biden,male,white,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",OH,65,0,1,0,0
Hillary Clinton,Joe Biden,male,"other race, nec","$55,000 to $59,999","College Degree (such as B.A., B.S.)",CA,27,0,1,0,0
Donald Trump,Donald Trump,female,white,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",IN,33,1,0,0,0
Was not eligible to vote,I am not sure/don't know,male,black/african american/negro,NA,High school graduate,NE,18,0,0,1,0
Jill Stein,Someone else,female,white,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",CT,35,0,0,0,1
Was not eligible to vote,Someone else,female,black/african american/negro,"Less than $14,999",High school graduate,WI,18,0,0,0,1
Hillary Clinton,Joe Biden,male,white,"$250,000 and above",Doctorate degree,IN,81,0,1,0,0
Hillary Clinton,Joe Biden,female,"other race, nec","$20,000 to $24,999","Completed some college, but no degree",MO,50,0,1,0,0
"Did not vote, but was eligible",I am not sure/don't know,male,"other race, nec",NA,"College Degree (such as B.A., B.S.)",FL,60,0,0,1,0
Jill Stein,Joe Biden,female,white,"Less than $14,999",High school graduate,IL,28,0,1,0,0
Donald Trump,Donald Trump,male,white,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",NM,30,1,0,0,0
Donald Trump,Joe Biden,male,white,"$30,000 to $34,999","Completed some college, but no degree",WI,40,0,1,0,0
"Did not vote, but was eligible",Joe Biden,male,"other race, nec","$20,000 to $24,999",Completed some high school,TX,40,0,1,0,0
Jill Stein,Someone else,male,black/african american/negro,"$30,000 to $34,999","Completed some college, but no degree",VA,30,0,0,0,1
"Did not vote, but was eligible",Joe Biden,female,black/african american/negro,"Less than $14,999","Completed some college, but no degree",OH,20,0,1,0,0
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999",Masters degree,NY,61,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$45,000 to $49,999","Completed some college, but no degree",KS,30,0,1,0,0
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",WI,63,1,0,0,0
"Did not vote, but was eligible",Joe Biden,female,chinese,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",MN,54,0,1,0,0
Donald Trump,Donald Trump,female,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",NJ,60,1,0,0,0
Donald Trump,Someone else,male,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",PA,64,0,0,0,1
Hillary Clinton,Joe Biden,male,white,"$200,000 to $249,999",Masters degree,NY,72,0,1,0,0
Was not eligible to vote,Donald Trump,male,white,"$25,000 to $29,999",Completed some high school,NC,47,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$100,000 to $124,999",Associate Degree,CA,38,0,1,0,0
Donald Trump,Donald Trump,female,white,"Less than $14,999","Completed some college, but no degree",CA,49,1,0,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$65,000 to $69,999","Completed some college, but no degree",UT,54,0,1,0,0
Donald Trump,Joe Biden,male,white,"Less than $14,999",Associate Degree,NY,67,0,1,0,0
Was not eligible to vote,Joe Biden,male,white,"$200,000 to $249,999",Doctorate degree,CA,40,0,1,0,0
Was not eligible to vote,Joe Biden,female,black/african american/negro,"Less than $14,999",Associate Degree,NC,56,0,1,0,0
Jill Stein,Joe Biden,female,"other race, nec","$150,000 to $174,999","College Degree (such as B.A., B.S.)",AR,59,0,1,0,0
Was not eligible to vote,Someone else,male,"other race, nec","Less than $14,999","Completed some college, but no degree",CA,20,0,0,0,1
Donald Trump,Donald Trump,female,white,"$80,000 to $84,999",Masters degree,VA,68,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$95,000 to $99,999","Completed some graduate, but no degree",SD,32,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$35,000 to $39,999","Completed some college, but no degree",AZ,69,0,1,0,0
Gary Johnson,Joe Biden,male,"other race, nec","$175,000 to $199,999","College Degree (such as B.A., B.S.)",CO,37,0,1,0,0
Hillary Clinton,I am not sure/don't know,female,white,"$35,000 to $39,999","Completed some college, but no degree",KY,35,0,0,1,0
Hillary Clinton,Joe Biden,female,other asian or pacific islander,"$60,000 to $64,999",Masters degree,HI,48,0,1,0,0
Donald Trump,I am not sure/don't know,male,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,44,0,0,1,0
Hillary Clinton,Joe Biden,male,white,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",TN,62,0,1,0,0
Gary Johnson,Someone else,male,white,"$100,000 to $124,999",Associate Degree,WI,36,0,0,0,1
"Did not vote, but was eligible",Joe Biden,female,black/african american/negro,"Less than $14,999",Completed some high school,NC,21,0,1,0,0
Gary Johnson,Joe Biden,male,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",OH,68,0,1,0,0
Donald Trump,Donald Trump,male,white,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",OK,36,1,0,0,0
Someone else:,I am not sure/don't know,female,white,"$70,000 to $74,999",Completed some high school,MA,29,0,0,1,0
"Did not vote, but was eligible",Joe Biden,male,white,"Less than $14,999","Completed some college, but no degree",IN,60,0,1,0,0
Donald Trump,Donald Trump,female,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NY,43,1,0,0,0
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999","Completed some college, but no degree",NY,61,1,0,0,0
Was not eligible to vote,Donald Trump,female,white,"Less than $14,999",Completed some high school,OH,39,1,0,0,0
Donald Trump,I am not sure/don't know,male,white,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",NE,50,0,0,1,0
Donald Trump,Donald Trump,male,white,"Less than $14,999",High school graduate,MI,35,1,0,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",SC,24,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",CA,56,0,1,0,0
Donald Trump,Donald Trump,female,white,"$90,000 to $94,999",Other post high school vocational training,GA,41,1,0,0,0
"Did not vote, but was eligible",Someone else,female,"other race, nec","$30,000 to $34,999","Completed some college, but no degree",AZ,24,0,0,0,1
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999","Completed some graduate, but no degree",WI,62,1,0,0,0
"Did not vote, but was eligible",Donald Trump,male,white,"$30,000 to $34,999",Completed some high school,OR,49,1,0,0,0
Hillary Clinton,Donald Trump,male,black/african american/negro,"$30,000 to $34,999","Completed some college, but no degree",NC,23,1,0,0,0
Donald Trump,Donald Trump,female,white,"$20,000 to $24,999","Completed some college, but no degree",AL,38,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$35,000 to $39,999",Completed some high school,DE,39,0,1,0,0
Donald Trump,Donald Trump,male,white,"$250,000 and above",Doctorate degree,NY,42,1,0,0,0
Donald Trump,Donald Trump,female,white,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",WI,48,1,0,0,0
Donald Trump,I am not sure/don't know,female,white,"$50,000 to $54,999","Completed some college, but no degree",NJ,41,0,0,1,0
Donald Trump,Donald Trump,female,white,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",MI,52,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",KY,54,0,1,0,0
Gary Johnson,Joe Biden,male,american indian or alaska native,"$70,000 to $74,999",Masters degree,MD,59,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",PA,67,0,1,0,0
Donald Trump,Donald Trump,male,white,"$30,000 to $34,999","Completed some college, but no degree",CO,68,1,0,0,0
Donald Trump,Donald Trump,male,white,"$25,000 to $29,999",Doctorate degree,FL,75,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",NY,43,0,1,0,0
Donald Trump,Donald Trump,male,white,"$125,000 to $149,999",Masters degree,CA,43,1,0,0,0
"Did not vote, but was eligible",Donald Trump,female,white,"$175,000 to $199,999","Completed some college, but no degree",TX,32,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$65,000 to $69,999","Completed some college, but no degree",PA,64,0,1,0,0
Donald Trump,Donald Trump,male,white,"$150,000 to $174,999",Masters degree,GA,63,1,0,0,0
Donald Trump,Donald Trump,male,"other race, nec","$50,000 to $54,999","College Degree (such as B.A., B.S.)",NY,22,1,0,0,0
Donald Trump,Donald Trump,female,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CT,63,1,0,0,0
